Authors,Author(s) ID,Title,Link,Author Keywords,Index Keywords
"Pisarchik A., Andreev A., Ivanov A.","7005864666;57197756291;56945673500;","Modeling of a brain neuronal network under visual stimulation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074424464&doi=10.1109%2fDCNAIR.2019.8875579&partnerID=40&md5=a2bff5b9e806083540e25caefad1e8dd","biological neuron; coherent resonance; Hodgkin-Huxley neuron; neural network; visual stimulus","Dynamics; Neural networks; Neurons; Robotics; Signal to noise ratio; Biological neuron; Coherent resonances; Constant amplitude; External currents; Hodgkin-Huxley neuron; Visual information; Visual stimulation; Visual stimulus; Complex networks"
"Prokudin G.Y., Sharonov N.G., Briskin E.S.","57211551579;56263638700;6506125834;","Optimal control of orthogonal-rotary movers of walking robot with an excessive number of drives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074420502&doi=10.1109%2fDCNAIR.2019.8875568&partnerID=40&md5=afc96198e03db1c34a91b79df1512ae6","drive; mobile robot; motion control; walking mechanism","Drives; Mobile robots; Motion control; Robotics; Optimal controls; Optimal motion; Orthogonal turning; Walking mechanism; Walking robots; Complex networks"
"Pitsik E.","57192586726;","Time-frequency and recurrence quantification analysis detect limb movement execution from EEG data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074420267&doi=10.1109%2fDCNAIR.2019.8875596&partnerID=40&md5=e030fde01018ebb72019666c3e34cdab","continuous wavelet transform; EEG; event-related desynchronization; motor-related brain activity; recurrence plots; recurrence quantification analysis","Bioelectric phenomena; Brain; Complex networks; Dynamics; Frequency domain analysis; Multivariable control systems; Neurophysiology; Robotics; Wavelet transforms; Brain activity; Continuous Wavelet Transform; Event related desynchronization; Recurrence plot; Recurrence quantification analysis; Electroencephalography"
"Galushko I.D., Makaryants G.M., Gafurov S.A.","57204721210;55535923600;56088205500;","Mathematical Modeling of Changes in Geometric Parameters of Pneumatic Muscles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074419114&doi=10.1109%2fDCNAIR.2019.8875572&partnerID=40&md5=51b088c9f5a11c3714259611fddf4783",,"Complex networks; Compressed air; Muscle; Pneumatic control; Pneumatic equipment; Robotics; Dynamic process; Nonlinear structure; Pneumatic Cylinders; Pneumatic muscle; Pressure change; Pneumatic actuators"
"Popov D., Klimchik A.","57206536564;37016245900;","Stiffness Parameters Idenification for Walking Robot","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074417707&doi=10.1109%2fDCNAIR.2019.8875541&partnerID=40&md5=5c5658a19fadea27a2b91361b568dddb","biped; stiffness identification; stiffness modeling","Complex networks; Robotics; Robots; Stiffness; biped; Identification algorithms; Numerical experiments; Stiffness identification; Stiffness model; Stiffness parameters; Virtual joints; Walking robots; Parameter estimation"
"Kuc A., Maksimenko V.","57205658369;56572360300;","Spatio-temporal cortical activity during a visual task accomplishing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074410275&doi=10.1109%2fDCNAIR.2019.8875517&partnerID=40&md5=bd1565bd1a7d64189b9a00322f09ef66","cortical network; reaction time; spatio-temporal activity; visual task; wavelet analysis","Behavioral research; Brain; Dynamics; Human reaction time; Neurons; Robotics; Wavelet analysis; Behavioral performance; Cortical network; Electrical activities; Neuronal populations; Spatio-temporal activities; Spatio-temporal domains; Spatio-temporal dynamics; Visual tasks; Complex networks"
"Grubov V., Maksimenko V., Makarov V.","54787609400;56572360300;56459531300;","Features of brain activity in children during cognitive tasks of different types","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074404818&doi=10.1109%2fDCNAIR.2019.8875607&partnerID=40&md5=2489c879c840950b2bb4df0bc62c88cf","attention state; children; cognitive task; continuous wavelet transform; electroencephalogram; frequency ranges","Brain; Design of experiments; Electroencephalography; Robotics; Wavelet transforms; attention state; children; Cognitive task; Continuous Wavelet Transform; Frequency ranges; Complex networks"
"Chholak P., Pisarchik A.N., Kurkin S.A., Maksimenko V.A., Hramov A.E.","57202377690;7005864666;35334432000;56572360300;6603156741;","Phase-amplitude coupling between mu- and gamma-waves to carry motor commands","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074404215&doi=10.1109%2fDCNAIR.2019.8875549&partnerID=40&md5=c712387f396c46e4c9eee35628e931d0","artificial neural network; brain-computer interface; inhibition; magnetoencephalography (MEG); motor imagery; neuronal communication; phase-amplitude coupling","Brain computer interface; Brain mapping; Complex networks; Enzyme inhibition; Exoskeleton (Robotics); Magnetoencephalography; Medical computing; Neurons; Desynchronization; Frequency ranges; Inhibitory mechanism; Motor imagery; Neurorehabilitation; Parietal cortices; Phaseamplitude couplings (PAC); Prefrontal cortex; Neural networks"
"Kurkin S.","35334432000;","Investigation of complex nonlinear processes in systems with intense relativistic electron beams","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074403504&doi=10.1109%2fDCNAIR.2019.8875584&partnerID=40&md5=e429273a44ca43a579a944ea244a2f5f","high-power microwaves; multibeam vircator; photonic crystal; relativistic electron beam; vircator; virtual cathode","Cathodes; Dynamics; Efficiency; Electron beams; Microwave devices; Microwaves; Photonic crystals; Robotics; Generation frequency; High power microwaves; Intense relativistic electron beams; Nonlinear process; Output power; Relativistic electron beam; Vircators; Virtual cathodes; Complex networks"
"Balanov A., Andreev A.","7003652571;57197756291;","Chaos and hyperchaos in a chain of coupled Rydberg atoms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074402243&doi=10.1109%2fDCNAIR.2019.8875616&partnerID=40&md5=33c8456f78a1fbe8d0b129e085c085da","chaos; hyperchaos; nonlinear dynamics; qubits; Rydberg atoms","Atomic beams; Chaos theory; Complex networks; Dynamics; Lyapunov methods; Quantum optics; Qubits; Robotics; Rydberg states; Artificial atoms; Chaotic behaviour; Chaotic dynamics; External control; Hyperchaos; Lyapunov exponent; Rydberg atoms; Superconducting qubits; Atoms"
"Valeria S., Dmitry P.","57218706409;57206536564;","Design of the Parallel Spherical Manipulator for Wrist Rehabilitation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074395115&doi=10.1109%2fDCNAIR.2019.8875585&partnerID=40&md5=a6ee136b8c170876497b54080f3cd250","parallel manipulator; rehabilitation; spherical wrist","Complex networks; Computer aided design; Inverse kinematics; Inverse problems; Machine design; Patient rehabilitation; Robotics; Spheres; CAD designs; Forward and inverse kinematic problems; Kinematic synthesis; Parallel manipulators; Shape parameters; Spherical parallel manipulator; spherical wrist; Wrist Rehabilitation; Manipulators"
"Kiselev A.R., Maksimenko V.A., Shukovskiy N., Pisarchik A.N., Pitsik E., Hramov A.E.","16678923200;56572360300;57211562590;7005864666;57192586726;6603156741;","Post-stroke rehabilitation with the help of brain-computer interface","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074394596&doi=10.1109%2fDCNAIR.2019.8875615&partnerID=40&md5=675102771113f7843a4709271f92eebc","brain-computer interface; EEG; motor imagery; post-stroke rehabilitation","Brain computer interface; Complex networks; Dynamics; Electroencephalography; Neuromuscular rehabilitation; Neurophysiology; Robotics; Healthy subjects; Imaginary motors; Low frequency range; Motor imagery; Muscle strength; Post stroke patients; Post-stroke rehabilitation; Rehabilitation techniques; Brain"
"Kurkin S., Maksimenko V., Pitsik E.","35334432000;56572360300;57192586726;","Approaches for the Improvement of Motor-Related Patterns Classification in EEG Signals","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074394165&doi=10.1109%2fDCNAIR.2019.8875604&partnerID=40&md5=78cac1df7213813b553c420f270c81dd","artificial neural network; classification accuracy; EEG analysis; motor-related patterns","Complex networks; Electrodes; Electroencephalography; Low pass filters; Neural networks; Robotics; Classification accuracy; Classification performance; EEG analysis; Electroencephalographic (EEG); Optimization approach; Patterns classification; Single-trial classifications; Spectral components; Biomedical signal processing"
"Hramov A.E., Pisarchik A.N.","6603156741;7005864666;","Kinesthetic and visual modes of imaginary movement: MEG studies for BCI development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074392044&doi=10.1109%2fDCNAIR.2019.8875521&partnerID=40&md5=818a669c7bd29fe8fced3b35c70a738c","bioprosthetics; brain-computer interface; machine learning; MEG; motor imagery","Brain; Complex networks; Image analysis; Learning systems; Robotics; Artificial intelligence methods; bioprosthetics; Event related desynchronization; Event-related synchronizations; Evoked response; Frequency ranges; Imaginary movements; Motor imagery; Brain computer interface"
"Mikhel S.","57203955171;","State-based velocity profile for manipulator","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074391987&doi=10.1109%2fDCNAIR.2019.8875511&partnerID=40&md5=1df6adee753fb61c0b9e23ef18d4b65d","robot manipulator; trajectory; velocity profile","Complex networks; Robot applications; Robotics; Trajectories; Velocity; Cartesians; Manipulator motion; Point-to-point motion; Robot environment; Robot manipulator; State based; Trapezoidal velocity profile; Velocity profiles; Manipulators"
"Kozlov P., Klimchik A.","57211551474;37016245900;","Automated robotic assembly of complex workpieces from regular components","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074391845&doi=10.1109%2fDCNAIR.2019.8875547&partnerID=40&md5=fd0f438c522be5caa702b6a4807069be","Industrial manipulator; model decomposition; robotic-based assembly","Complex networks; Industrial manipulators; Manipulators; Robotics; Assembly sequence; Casting mold; Gluing process; Model decomposition; Robotic assembly"
"Badarin A.","56359138000;","The control of the dynamics of intense electron beams coupled through a common field","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074391394&doi=10.1109%2fDCNAIR.2019.8875617&partnerID=40&md5=38fce0735aeca93f8268c91cb222e785","electron-plasma devices; non-stationary processes of electron-wave interaction; numerical simulation; optimization; PIC","Computer simulation; Dynamics; Electron beams; Electrons; Optimization; Plasma simulation; Robotics; Wave plasma interactions; Dynamic modes; Electron plasmas; Electron-wave interactions; Intense electron beams; Complex networks"
"Khusainov R., Mamedov S., Dmitry P.","56895904700;57205663201;57206536564;","Trajectory Planning for Biped Walk with Non-instantaneous Double Support Phase","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074391085&doi=10.1109%2fDCNAIR.2019.8875546&partnerID=40&md5=248af07a1df5871070c3da41a01eaffa","double support phase; five-link biped robot; trajectory planning; virtual holonomic constraint","Biped locomotion; Complex networks; Robotics; Biped Robot; Double support phase; Periodic gaits; Planar bipedal robot; Single-support phase; Trajectory Planning; Underactuated; Virtual holonomic constraints; Robot programming"
"Frolov N.S., Hramov A.E.","16498801300;6603156741;","Multilayer perceptron reveals functional connectivity structrure in thalamo-cortical brain network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074390750&doi=10.1109%2fDCNAIR.2019.8875539&partnerID=40&md5=cc97fca9fc6266dc110fa4ccc5b1dced","artificial neural network; brain; EEG; functional connectivity; synchronization","Brain computer interface; Complex networks; Dynamics; Electroencephalography; Neural networks; Neurology; Neurons; Pattern recognition; Psychophysiology; Robotics; Synchronization; Artificial neuronal network; Cognitive process; Computational core; Connectivity structures; Electrocorticography (ECoG); Functional connectivity; Functional dependence; Thalamo-cortical network; Brain"
"Kurbanov A., Grebennikov S., Gafurov S., Klimchik A.","57211550881;57211549722;56088205500;37016245900;","Vulnerabilities in the vehicle's electronic network equipped with ADAS system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074389853&doi=10.1109%2fDCNAIR.2019.8875529&partnerID=40&md5=76dd063cfb7d11ad6c2d7239e39901de","ADAS; autonomous vehicle security; CAN bus; car hacking; ECU; vulnerabilities","Automobile drivers; Complex networks; Control system synthesis; Controllers; Network security; Personal computing; Robotics; Vehicles; ADAS; CAN bus; Controller area network; Design and operations; Distributed systems; Electronic control units; Electronic networks; vulnerabilities; Advanced driver assistance systems"
"Khorev V.","55241932000;","Mean phase coherence modified for piecewise constant phase difference data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074389747&doi=10.1109%2fDCNAIR.2019.8875544&partnerID=40&md5=42b21a9fa7049029681cd94051a77ccc","connection; coupling; mean phase coherence; modification","Couplings; Robotics; Analysis of data; connection; Coupled oscillators; modification; Phase coherence; Phase difference; Piece-wise constants; Complex networks"
"Rassabin M., Yagfarov R., Gafurov S.","57209073038;57204765694;56088205500;","Approaches for road lane detection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074389398&doi=10.1109%2fDCNAIR.2019.8875560&partnerID=40&md5=5256e5e80f3d87107e99fa9f45f82cc0","computer vision; driverless vehicle; lane detection; neural network","Computer vision; Neural networks; Robotics; Driverless; Lane detection; Road lane detections; Complex networks"
"Kurkin S., Chholak P., Maksimenko V., Pisarchik A.","35334432000;57202377690;56572360300;7005864666;","Machine learning approaches for classification of imaginary movement type by MEG data for neurorehabilitation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074386043&doi=10.1109%2fDCNAIR.2019.8875520&partnerID=40&md5=a981bb8f866e8adcc763988dbdc8f045","artificial neural network; kinesthetic imagery; machine learning algorithms; MEG analysis; motor imagery; motor-related patterns; visual imagery","Brain; Complex networks; Learning algorithms; Learning systems; Neural networks; Robotics; Event related desynchronization; Event-related synchronizations; kinesthetic imagery; Machine learning approaches; MEG analysis; Motor imagery; Neurorehabilitation; Visual imagery; Machine learning"
"Pitsik E.","57192586726;","Recurrence plot structure of motor-related human EEG","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074385226&doi=10.1109%2fDCNAIR.2019.8875533&partnerID=40&md5=f918f010fae01c252f84fc6dab6f9908","EEG; event-related desynchronization; motor-related brain activity; recurrence plots; single-trial analysis","Brain; Complex networks; Electrophysiology; Robotics; Brain activity; EEG signals; Event related desynchronization; Human motor; Motor tasks; Recurrence plot; Single-trial analysis; Somatosensory cortex; Electroencephalography"
"Kuc A., Nedaivozov V.","57205658369;57194150119;","Influence of the sensory information ambiguity on the brain state during the decision-making task","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074385026&doi=10.1109%2fDCNAIR.2019.8875576&partnerID=40&md5=016e351fa40ecd17586f8ecdf42bf848","classification task; cortical network; wavelet analysis","Classification (of information); Complex networks; Decision making; Neurophysiology; Robotics; Wavelet analysis; Classification tasks; Cortical network; Cortical regions; Neuronal populations; Sensory information; Sensory processing; Visual information; Visual stimulus; Brain"
"Filaretov V., Bidyadhar S., Yukhimets D., Mursalimov E.","7003440040;24167438300;12041382500;41961508500;","Method of Matching Navigation Systems of AUV-Leader and AUV-Followers Moving in Formation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074235511&doi=10.1109%2fRUSAUTOCON.2019.8867597&partnerID=40&md5=2bbe88d4d82aec87de34dcf17c8993d0","autonomous underwater vehicle; control; formation control; lider-followers strategy; navigation","Air navigation; Control engineering; Kalman filters; Navigation; Navigation systems; Underwater acoustics; Formation control; Leader-follower; lider-followers strategy; Measurement function; System modeling; Autonomous underwater vehicles"
"Anisimov S., Gubankov A., Yukhimets D., Mursalimov E.","57210787966;54974124600;12041382500;41961508500;","Fast Method for Triangulation of Point Clouds Obtained from Computer Vision Systems of Industrial Robotic Complexes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074228684&doi=10.1109%2fRUSAUTOCON.2019.8867786&partnerID=40&md5=ce34f75884cdfd86c296881a323a794b","3D models; computer vision; industrial robot; laser scanner; point cloud; triangulation","3D modeling; Industrial robots; Laser applications; Scanning; Triangulation; Computer vision system; Industrial robotics; Laser scanner; Movement trajectories; Point cloud; Polygonal modeling; Polygonal models; Triangulation algorithms; Computer vision"
"Savin S., Golousov S., Ivanov M., Klimchik A.","55978984900;57211506338;57205614485;37016245900;","Numerical Optimisation-Based Control Pipeline for Robot Arm for Machine Learning Experiments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074224186&doi=10.1109%2fRUSAUTOCON.2019.8867612&partnerID=40&md5=8896579ed933128326d621f74eddf8f2","optimization-based control; quadratic programming; robot arm; robot operating system","Feedback linearization; Machine learning; Pipelines; Quadratic programming; Robot programming; Robotic arms; Computed torque controllers; Control schemes; Model-based OPC; Quadratic programs; Robot arms; Robot operating system; Software suits; Stable control; Controllers"
"Sirazitdinov I., Kholiavchenko M., Mustafaev T., Yixuan Y., Kuleev R., Ibragimov B.","57202919950;57210322274;57210314945;55932867600;22134759700;40761505000;","Deep neural network ensemble for pneumonia localization from a large-scale chest x-ray database","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070340950&doi=10.1016%2fj.compeleceng.2019.08.004&partnerID=40&md5=c0aea6423126581f397b60b727b9252c","Chest x-ray; Convolutional neural networks; CXR, Pneumonia localization; Deep learning; Lung opacity detection; Pneumonia detection","Biological organs; Convolution; Deep learning; Neural networks; Automated detection; Chest X-ray image; Chest x-rays; Convolutional neural network; CXR, Pneumonia localization; Detection and localization; Neural network ensembles; Opacity detection; Deep neural networks"
"Petrenko S.","57195327289;","Cyber resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106584728&partnerID=40&md5=2aebc5d63af0419c4be3698e0377ed2d","Business continuity management; Cyber resilience management concept; Cyber resiliency engineering framework; Cyber systems of 4.0 industry; Quantitative metrics and cyber resistance measures",
"De Araujo L.J.P., Charikova M., Sales J.E., Smirnov V., Thapaliya A.","57194583034;57211155307;57044266300;57211160510;57210745306;","Towards a game-independent model and data-structures in digital board games: An overview of the state-of-the-art","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072834677&doi=10.1145%2f3337722.3342238&partnerID=40&md5=ce16cda4bd5beea3b0c533d3bedd52e5","Board games; Data structures; Game states; Knowledge representation","Computer games; Knowledge representation; Algorithmic solutions; Artificial intelligence agent; Board games; Computational framework; Computational technique; Game states; Representation model; Representation schemes; Data structures"
"Gizzatullina I.","57210931452;","Empirical study of customer communication problem in agile requirements engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071931402&doi=10.1145%2f3338906.3342511&partnerID=40&md5=5b050269f3f88677d2baae029cd2e78c","Agile software development; Case study; Customer collaboration; Empirical research; Requirements engineering","Requirements engineering; Sales; Agile software development; Customer collaboration; Customer communications; Development cultures; Development process; Empirical research; Semi structured interviews; Systematic literature review; Software design"
"Nurgalieva M.","57210930158;","The lessons software engineers can extract from painters to improve the software development process","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071904349&doi=10.1145%2f3338906.3342492&partnerID=40&md5=7dbdf07a4a929383b7feefbd039e9e76","Artistic methods; Painting; Software development process; Software project management","Engineers; Painting; Project management; Artistic methods; Artistic works; Creative process; Industrial workers; Pair-programming; Software developer; Software development process; Software project management; Software design"
"Wazid M., Das A.K., Hussain R., Succi G., Rodrigues J.J.P.C.","55480987400;55450732800;35324500900;7004757466;25930566300;","Authentication in cloud-driven IoT-based big data environment: Survey and outlook","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059459091&doi=10.1016%2fj.sysarc.2018.12.005&partnerID=40&md5=896f8159c5ab4cd0e620842d134c9d8d","Authentication; Big data; Cloud computing; Cyber-Physical System (CPS); Internet of Things (IoT); Key agreement; Security","Authentication; Automation; Big data; Cloud computing; Cryptography; Cyber Physical System; Data warehouses; Embedded systems; Home health care; Industrial plants; Network security; Cyber-Physical System (CPS); Internet of thing (IOT); Internet of Things (IOT); Key agreement; Real-time event processing; Secure authentications; Security; Surveillance and monitoring; Internet of things"
"Kerrache C.A., Lagraa N., Hussain R., Ahmed S.H., Benslimane A., Calafate C.T., Cano J.-C., Vegni A.M.","56405671800;10241447900;35324500900;55389144500;7005984674;6505847092;7201866051;22936229500;","TACASHI: Trust-Aware Communication Architecture for Social Internet of Vehicles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056297733&doi=10.1109%2fJIOT.2018.2880332&partnerID=40&md5=19081b9cedd971583cb40b071e09330e","Human factor; Social Internet of Vehicles (SIoV); trust; vehicular ad hoc network (VANET)","Heterogeneous networks; Human engineering; Intelligent vehicle highway systems; Network architecture; Social networking (online); Social sciences computing; Vehicles; Vehicular ad hoc networks; Communication architectures; Communication technologies; Inter vehicle communications; Internet-of-vehicles; Online social networks (OSN); Trust; VANET; Vehicular Adhoc Networks (VANETs); Vehicle to vehicle communications"
"Khan A., Ahmad M., Naqvi N., Yousafzai F., Xiao J.","56699148000;55232255600;57202129770;56191918700;56420440200;","Photographic painting style transfer using convolutional neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061749464&doi=10.1007%2fs11042-019-7270-8&partnerID=40&md5=4eafbba4308a377bc093ab2a344fe0bc","Digital painting; Example-based painting; Non-Photorealistic Rendering (NPR); Photographics Painting Style (PPS); Photorealistic Rendering (PR)","Convolution; Neural networks; Rendering (computer graphics); Digital painting; Example based; Non-Photorealistic Rendering; Photographics Painting Style (PPS); Photorealistic rendering; Painting"
"Filaretov V., Yukhimets D., Mursalimov E., Gubankov A., Zuev A., Anisimov S.","7003440040;12041382500;41961508500;54974124600;24924111800;57210787966;","Human machine interface based on virtual reality for programming industrial robots","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083108732&doi=10.1109%2fICCAD46983.2019.9037927&partnerID=40&md5=b2947164936dc1ea7cef2a466b09a2d1","computer vision; human-machine interface; industrial production systems; industrial robots; information systems; trajectory planning; virtual reality","Automation; End effectors; Human robot interaction; Robot programming; Virtual reality; Automated generation; Computer vision system; Human Machine Interface; Operator interfaces; Technological operations; Three-dimensional model; Virtual-reality environment; Working environment; Industrial robots"
"Prokhorov M., Kulminskiy D., Ponomarenko V.","7003520378;57217157705;35613865300;","Experimental Study of Networks of Electronic Neuronlike Oscillators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075070196&doi=10.1109%2fCEAP.2019.8883455&partnerID=40&md5=ce7adc911a7f6951e115dccae68824ca","control; coupled electronic oscillators; model of neurons; networks; synchronization","Control engineering; Networks (circuits); Neurons; Synchronization; Collective dynamics; Complex dynamics; Coupled oscillators; Coupling coefficient; Delayed couplings; Electronic oscillators; In networks; In-phase; Oscillators (electronic)"
"Savin S., Golousov S., Khusainov R., Balakhnov O., Klimchik A.","55978984900;57211506338;56895904700;57211524628;37016245900;","Control System Design for Two Link Robot Arm with MACCEPA 2.0 Variable Stiffness Actuators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074299019&doi=10.1109%2fAIM.2019.8868490&partnerID=40&md5=4d0a3f58e511e117cd8339258b5cc599",,"Actuators; Control systems; Machine design; Manipulators; Robotic arms; Stiffness; Systems analysis; Dynamic parameters; Equilibrium positions; Internal state; Two-link manipulator; Two-link robot; Variable stiffness; Intelligent mechatronics"
"Gavrilin Y., Khan A.","57194856244;16679109100;","Across-Sensor Feature Learning for Energy-Efficient Activity Recognition on Mobile Devices","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073230158&doi=10.1109%2fIJCNN.2019.8851977&partnerID=40&md5=bc25352cd271a25fc774a468eb8c036a",,"Economic and social effects; Energy utilization; Machine learning; Pattern recognition; Activity recognition; Classification accuracy; Human activity recognition; Information lost; Learning frameworks; Learning relations; Multi-sensor data; Multiple sensors; Energy efficiency"
"Benmoussa A., Tahari A.E.K., Lagaa N., Lakas A., Ahmad F., Hussain R., Kerrache C.A., Kurugollu F.","57211256942;57211254405;10241447900;35618323100;57191513358;35324500900;56405671800;6602776031;","A novel congestion-aware interest flooding attacks detection mechanism in named data networking","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073167593&doi=10.1109%2fICCCN.2019.8847146&partnerID=40&md5=3fa7b2441d59f7e1465dc46d4edc41c2","Denial of Service; Interest Flooding Attack; Named Data Networking; Network congestion","Floods; Network architecture; Traffic congestion; Denial of Service; Detection mechanism; Extensive simulations; Flooding attacks; Future internet architecture; Information-centric networkings (ICN); Named data networkings; Network congestions; Denial-of-service attack"
"Giallorenzo S., Montesi F., Safina L., Zingaro S.P.","55932233200;24475076500;57190293089;57209341965;","Ephemeral data handling in microservices","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072584689&doi=10.1109%2fSCC.2019.00048&partnerID=40&md5=b4b2041d2d7616211a7f2911abb64ee8","Ephemeral data handling; In language query languages; In memory data handling; Microservices","Digital storage; Query languages; IT system; Microservices; Storage constraints; Data handling"
"Houghten S., Romualdo A., Collins T.K., Brown J.A.","6506378984;57210800762;57193171063;55724408300;","Compression of Biological Networks using a Genetic Algorithm with Localized Merge","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071457881&doi=10.1109%2fCIBCB.2019.8791490&partnerID=40&md5=6e6576756b50abb413242284660fef3b",,"Artificial intelligence; Digital storage; Genetic algorithms; Proteins; Transcription; Biological data; Biological networks; Connected component; Graph compressions; Neighbourhood; Protein-protein interactions; Recording information; Transcription regulations; Bioinformatics"
"Hughes J.A., Houghten S., Brown J.A.","55822685600;6506378984;55724408300;","Descriptive Symbolic Models of Gaits from Parkinson's Disease Patients","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071422574&doi=10.1109%2fCIBCB.2019.8791459&partnerID=40&md5=5610e12598deaf14c2ff9368e5e3a797","Gait; Genetic Programming; Linear Regression; Parkinson's Disease; Symbolic Regression; Time series","Artificial intelligence; Bioinformatics; Disease control; Genetic algorithms; Genetic programming; Linear regression; Neurodegenerative diseases; Nonlinear systems; Regression analysis; Time series; Active monitoring; Central nervous systems; Gait; Health care professionals; Healthy controls; Parkinson's disease; Symbolic regression; Time-series data; Diagnosis"
"Kerrache C.A., Bouk S.H., Hussain R., Ahmed S.H.","56405671800;24780719300;35324500900;55389144500;","Introduction to the Special Section on Recent Advancements in Flying ad hoc Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070221929&doi=10.1016%2fj.compeleceng.2019.05.015&partnerID=40&md5=ef28faf657a4e8eea6f392971722fa9e",,
"Romanov V., Khusainova A.","57206352983;57210847116;","Evaluation of morphological embeddings for the Russian language","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071681392&doi=10.1145%2f3342827.3342846&partnerID=40&md5=c15a3d3ab0ceb5ff1729deed13e2e005","Embeddings evaluation; Morphological embeddings; Russian language","Computational linguistics; Embeddings; Information retrieval; Morphology; Semantics; PoS tagging; Russian languages; Natural language processing systems"
"Mazzara M., Afanasyev I., Sarangi S.R., Distefano S., Kumar V., Ahmad M.","8557895400;57202156203;12344573600;17433851100;57203288774;55232255600;","A reference architecture for smart and software-defined buildings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070910045&doi=10.1109%2fSMARTCOMP.2019.00048&partnerID=40&md5=cf761dc4981a102991c7f86e49deccc1","Building-Operating-Systems; IoT; Smart-Cities; Software-Defined-Systems","Network security; Office buildings; Smart city; Commercial building; Environmental comfort; Internet of thing (IOT); Paper surveys; Reference architecture; Smart space; Internet of things"
"De Donno M., Giaretta A., Dragoni N., Bucchiarone A., Mazzara M.","57200140411;57200137930;8308455900;13105059800;8557895400;","Cyber-storms come from clouds: Security of cloud computing in the IoT era","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067464961&doi=10.3390%2ffi11060127&partnerID=40&md5=fc07e1d84e33549d7db7b50259c5c996","Cloud computing; Internet of Things; Security","Cloud computing; Data Analytics; Storms; Computational resources; Data collection; Economic savings; Internet of thing (IOT); Potential impacts; Security; Technological revolution; Utility computing; Internet of things"
"Popov D., Klimchik A.","57206536564;37016245900;","Real-Time External Contact Force Estimation and Localization for Collaborative Robot","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067132563&doi=10.1109%2fICMECH.2019.8722893&partnerID=40&md5=9839e9ab69f0340433afeecd92ff225f","collaboration robot; collision localization; external force estimation; physical human-robot interaction (pHRI)","Accident prevention; Industrial robots; Collaboration capabilities; Collaborative robots; collision localization; Contact force estimations; External force estimation; Physical humanrobot interaction (phri); Real time algorithms; Two-step optimizations; Human robot interaction"
